time,seconds_elapsed,yaw,qx,qz,roll,qw,qy,pitch
1779786659530270700,38.56327075195313,0.8220117297774624,0.29805911442970784,0.2660577184470662,-1.6805018259113396,0.6119400110761447,-0.6825712297990787,0.001581908074790342
1779786659540353800,38.573353759765624,0.8231330789092883,0.29853631269911335,0.26629522488553414,-1.6804131319092288,0.6118726942244551,-0.6823303243972314,0.0019298227847673207
1779786659550435800,38.583435791015624,0.824292777581343,0.2990780215815633,0.2664866048880161,-1.6806026056549193,0.6117124996918492,-0.6821620513621925,0.0023254323630394406
1779786659560518700,38.5935185546875,0.8253327951541258,0.29959244750227126,0.26662590763581556,-1.6809128917583323,0.6115257666881629,-0.6820492977055858,0.002712979527411491
1779786659570600700,38.6036005859375,0.8262166790385723,0.30002952495636376,0.26674410462761355,-1.6813025949073375,0.6113158683691152,-0.6819991101856298,0.0029871396059293178
1779786659580683800,38.613683837890626,0.8268624591216103,0.30032885542366455,0.2668526028429237,-1.6817241493694068,0.6110970841966487,-0.6820209299428749,0.0030620597869053033
1779786659590765800,38.62376586914063,0.8272307060133113,0.30046919961828716,0.2669482485964325,-1.6820754768028188,0.6109125730712514,-0.6820871201603863,0.002956903809773307
1779786659600849000,38.633848876953124,0.8273094619618685,0.3004381890245178,0.2670369176445526,-1.6822844450171817,0.6107888162491494,-0.6821769246343161,0.0026757283682923958
1779786659610931000,38.643930908203124,0.827068271081708,0.3002384338665873,0.26709475061592364,-1.6823705605316615,0.6107283324869571,-0.682296257805253,0.002252740383710858
1779786659621013800,38.654013671875,0.8265172554422706,0.299874909506349,0.2671229853779865,-1.682234203068672,0.6107715183050378,-0.6824065139657769,0.0017371779314499934
1779786659631096800,38.664096923828126,0.8257000147910014,0.2993957741988942,0.26709757638046855,-1.6819757296756033,0.6108875712142393,-0.6825228032897472,0.0011939417818090383
1779786659641179000,38.674178955078126,0.8247022021500063,0.29886746845952783,0.2670027567650045,-1.6817909358986993,0.6110041664289739,-0.6826870766196157,0.0006598739950329566
1779786659651261700,38.68426171875,0.8236473589241327,0.29833372947583087,0.2668745540689262,-1.6817307577329261,0.6110846442285034,-0.6828986035411535,0.00011780128779829651
1779786659661343700,38.69434375,0.8226614905283837,0.2978603428422957,0.26672608969621625,-1.6817478284353118,0.6111425379771589,-0.6831114216350804,-0.0003370248707021927
1779786659671426800,38.7044267578125,0.8218878964307713,0.29747280960063255,0.26662744080717443,-1.6816940090691317,0.6112073978025926,-0.683260685659577,-0.0007169323584953833
1779786659681508900,38.7145087890625,0.8212984314569173,0.29715871522593396,0.2665731000268503,-1.6814736684714937,0.6113207557529188,-0.6833172278732703,-0.0009894028923181396
